Population,Date,Year,Max,max_temp,Min,min_temp,Average,mean_temp,daylength_hours
AZ,6.12,2015,100,37.77777778,70,21.11111111,85,29.44444444,14.23611111
AZ,6.13,2015,101,38.33333333,70,21.11111111,85.5,29.72222222,14.24194444
AZ,6.14,2015,102,38.88888889,71,21.66666667,86.5,30.27777778,14.24722222
AZ,6.15,2015,108,42.22222222,74,23.33333333,91,32.77777778,14.25194444
AZ,6.16,2015,108,42.22222222,76,24.44444444,92,33.33333333,14.25583333
AZ,6.17,2015,109,42.77777778,76,24.44444444,92.5,33.61111111,14.25888889
AZ,6.18,2015,110,43.33333333,78,25.55555556,94,34.44444444,14.26138889
AZ,6.19,2015,110,43.33333333,78,25.55555556,94,34.44444444,14.26305556
AZ,6.20,2015,109,42.77777778,76,24.44444444,92.5,33.61111111,14.26388889
AZ,6.21,2015,105,40.55555556,83,28.33333333,94,34.44444444,14.26416667
AZ,6.22,2015,107,41.66666667,81,27.22222222,94,34.44444444,14.26361111
AZ,6.23,2015,107,41.66666667,80,26.66666667,93.5,34.16666667,14.2625
AZ,6.24,2015,107,41.66666667,79,26.11111111,93,33.88888889,14.26055556
AZ,6.25,2015,106,41.11111111,83,28.33333333,94.5,34.72222222,14.25777778
AZ,6.26,2015,105,40.55555556,79,26.11111111,92,33.33333333,14.25444444
AZ,6.27,2015,106,41.11111111,76,24.44444444,91,32.77777778,14.25027778
AZ,6.28,2015,103,39.44444444,77,25,90,32.22222222,14.24527778
AZ,6.29,2015,106,41.11111111,75,23.88888889,90.5,32.5,14.23972222
AZ,6.30,2015,100,37.77777778,74,23.33333333,87,30.55555556,14.23361111
AZ,6.01,2016,97,36.11111111,73,22.77777778,85,29.44444444,14.12416667
AZ,6.02,2016,102,38.88888889,69,20.55555556,85.5,29.72222222,14.13777778
AZ,6.03,2016,107,41.66666667,69,20.55555556,88,31.11111111,14.15055556
AZ,6.04,2016,111,43.88888889,73,22.77777778,92,33.33333333,14.16277778
AZ,6.05,2016,110,43.33333333,74,23.33333333,92,33.33333333,14.17416667
AZ,6.06,2016,111,43.88888889,75,23.88888889,93,33.88888889,14.185
AZ,6.07,2016,104,40,68,20,86,30,14.19527778
AZ,6.08,2016,104,40,79,26.11111111,91.5,33.05555556,14.20472222
AZ,6.09,2016,101,38.33333333,80,26.66666667,90.5,32.5,14.21361111
AZ,6.10,2016,96,35.55555556,73,22.77777778,84.5,29.16666667,14.22166667
AZ,6.11,2016,95,35,72,22.22222222,83.5,28.61111111,14.22916667
AZ,6.12,2016,100,37.77777778,70,21.11111111,85,29.44444444,14.23611111
AZ,6.13,2016,97,36.11111111,67,19.44444444,82,27.77777778,14.24194444
AZ,6.14,2016,98,36.66666667,67,19.44444444,82.5,28.05555556,14.24722222
AZ,6.15,2016,100,37.77777778,68,20,84,28.88888889,14.25194444
AZ,6.16,2016,101,38.33333333,69,20.55555556,85,29.44444444,14.25583333
AZ,6.17,2016,103,39.44444444,67,19.44444444,85,29.44444444,14.25888889
AZ,6.18,2016,109,42.77777778,70,21.11111111,89.5,31.94444444,14.26138889
AZ,6.19,2016,115,46.11111111,75,23.88888889,95,35,14.26305556
AZ,6.20,2016,112,44.44444444,83,28.33333333,97.5,36.38888889,14.26388889
AZ,6.21,2016,107,41.66666667,82,27.77777778,94.5,34.72222222,14.26416667
AZ,6.22,2016,109,42.77777778,79,26.11111111,94,34.44444444,14.26361111
AZ,6.23,2016,98,36.66666667,82,27.77777778,90,32.22222222,14.2625
AZ,6.24,2016,103,39.44444444,82,27.77777778,92.5,33.61111111,14.26055556
AZ,6.25,2016,100,37.77777778,79,26.11111111,89.5,31.94444444,14.25777778
AZ,6.26,2016,102,38.88888889,77,25,89.5,31.94444444,14.25444444
AZ,6.27,2016,104,40,76,24.44444444,90,32.22222222,14.25027778
AZ,6.28,2016,102,38.88888889,83,28.33333333,92.5,33.61111111,14.24527778
AZ,6.29,2016,98,36.66666667,72,22.22222222,85,29.44444444,14.23972222
AZ,6.30,2016,86,30,71,21.66666667,78.5,25.83333333,14.23361111
AZ,6.01,2017,95,35,68,20,81.5,27.5,14.12416667
AZ,6.02,2017,98,36.66666667,63,17.22222222,80.5,26.94444444,14.13777778
AZ,6.03,2017,104,40,70,21.11111111,87,30.55555556,14.15055556
AZ,6.04,2017,104,40,71,21.66666667,87.5,30.83333333,14.16277778
AZ,6.05,2017,104,40,73,22.77777778,88.5,31.38888889,14.17416667
AZ,6.06,2017,105,40.55555556,75,23.88888889,90,32.22222222,14.185
AZ,6.07,2017,107,41.66666667,76,24.44444444,91.5,33.05555556,14.19527778
AZ,6.08,2017,102,38.88888889,77,25,89.5,31.94444444,14.20472222
AZ,6.09,2017,103,39.44444444,72,22.22222222,87.5,30.83333333,14.21361111
AZ,6.10,2017,102,38.88888889,71,21.66666667,86.5,30.27777778,14.22166667
AZ,6.11,2017,98,36.66666667,66,18.88888889,82,27.77777778,14.22916667
AZ,6.12,2017,96,35.55555556,69,20.55555556,82.5,28.05555556,14.23611111
AZ,6.13,2017,95,35,63,17.22222222,79,26.11111111,14.24194444
AZ,6.14,2017,103,39.44444444,61,16.11111111,82,27.77777778,14.24722222
AZ,6.15,2017,106,41.11111111,64,17.77777778,85,29.44444444,14.25194444
AZ,6.16,2017,105,40.55555556,68,20,86.5,30.27777778,14.25583333
AZ,6.17,2017,105,40.55555556,70,21.11111111,87.5,30.83333333,14.25888889
AZ,6.18,2017,108,42.22222222,71,21.66666667,89.5,31.94444444,14.26138889
AZ,6.19,2017,115,46.11111111,73,22.77777778,94,34.44444444,14.26305556
AZ,6.20,2017,116,46.66666667,87,30.55555556,101.5,38.61111111,14.26388889
AZ,6.21,2017,115,46.11111111,82,27.77777778,98.5,36.94444444,14.26416667
AZ,6.22,2017,109,42.77777778,86,30,97.5,36.38888889,14.26361111
AZ,6.23,2017,110,43.33333333,84,28.88888889,97,36.11111111,14.2625
AZ,6.24,2017,113,45,83,28.33333333,98,36.66666667,14.26055556
AZ,6.25,2017,111,43.88888889,87,30.55555556,99,37.22222222,14.25777778
AZ,6.26,2017,107,41.66666667,83,28.33333333,95,35,14.25444444
AZ,6.27,2017,107,41.66666667,80,26.66666667,93.5,34.16666667,14.25027778
AZ,6.28,2017,106,41.11111111,81,27.22222222,93.5,34.16666667,14.24527778
AZ,6.29,2017,105,40.55555556,79,26.11111111,92,33.33333333,14.23972222
AZ,6.30,2017,106,41.11111111,70,21.11111111,88,31.11111111,14.23361111
AZ,6.01,2018,99,37.22222222,64,17.77777778,81.5,27.5,14.12416667
AZ,6.02,2018,104,40,66,18.88888889,85,29.44444444,14.13777778
AZ,6.03,2018,105,40.55555556,66,18.88888889,85.5,29.72222222,14.15055556
AZ,6.04,2018,105,40.55555556,72,22.22222222,88.5,31.38888889,14.16277778
AZ,6.05,2018,103,39.44444444,73,22.77777778,88,31.11111111,14.17416667
AZ,6.06,2018,105,40.55555556,74,23.33333333,89.5,31.94444444,14.185
AZ,6.07,2018,105,40.55555556,72,22.22222222,88.5,31.38888889,14.19527778
AZ,6.08,2018,107,41.66666667,73,22.77777778,90,32.22222222,14.20472222
AZ,6.09,2018,105,40.55555556,74,23.33333333,89.5,31.94444444,14.21361111
AZ,6.10,2018,104,40,72,22.22222222,88,31.11111111,14.22166667
AZ,6.11,2018,104,40,64,17.77777778,84,28.88888889,14.22916667
AZ,6.12,2018,106,41.11111111,70,21.11111111,88,31.11111111,14.23611111
AZ,6.13,2018,106,41.11111111,76,24.44444444,91,32.77777778,14.24194444
AZ,6.14,2018,106,41.11111111,77,25,91.5,33.05555556,14.24722222
AZ,6.15,2018,90,32.22222222,70,21.11111111,80,26.66666667,14.25194444
AZ,6.16,2018,81,27.22222222,65,18.33333333,73,22.77777778,14.25583333
AZ,6.17,2018,93,33.88888889,65,18.33333333,79,26.11111111,14.25888889
AZ,6.18,2018,99,37.22222222,67,19.44444444,83,28.33333333,14.26138889
AZ,6.19,2018,99,37.22222222,67,19.44444444,83,28.33333333,14.26305556
AZ,6.20,2018,102,38.88888889,68,20,85,29.44444444,14.26388889
AZ,6.21,2018,106,41.11111111,69,20.55555556,87.5,30.83333333,14.26416667
AZ,6.22,2018,106,41.11111111,72,22.22222222,89,31.66666667,14.26361111
AZ,6.23,2018,102,38.88888889,73,22.77777778,87.5,30.83333333,14.2625
AZ,6.24,2018,100,37.77777778,81,27.22222222,90.5,32.5,14.26055556
AZ,6.25,2018,103,39.44444444,74,23.33333333,88.5,31.38888889,14.25777778
AZ,6.26,2018,106,41.11111111,72,22.22222222,89,31.66666667,14.25444444
AZ,6.27,2018,106,41.11111111,74,23.33333333,90,32.22222222,14.25027778
AZ,6.28,2018,104,40,79,26.11111111,91.5,33.05555556,14.24527778
AZ,6.29,2018,101,38.33333333,81,27.22222222,91,32.77777778,14.23972222
AZ,6.30,2018,99,37.22222222,74,23.33333333,86.5,30.27777778,14.23361111
AZ,6.01,2019,96,35.55555556,62,16.66666667,79,26.11111111,14.12416667
AZ,6.02,2019,94,34.44444444,65,18.33333333,79.5,26.38888889,14.13777778
AZ,6.03,2019,96,35.55555556,65,18.33333333,80.5,26.94444444,14.15055556
AZ,6.04,2019,95,35,63,17.22222222,79,26.11111111,14.16277778
AZ,6.05,2019,96,35.55555556,64,17.77777778,80,26.66666667,14.17416667
AZ,6.06,2019,99,37.22222222,69,20.55555556,84,28.88888889,14.185
AZ,6.07,2019,99,37.22222222,70,21.11111111,84.5,29.16666667,14.19527778
AZ,6.08,2019,99,37.22222222,66,18.88888889,82.5,28.05555556,14.20472222
AZ,6.09,2019,101,38.33333333,66,18.88888889,83.5,28.61111111,14.21361111
AZ,6.10,2019,101,38.33333333,79,26.11111111,90,32.22222222,14.22166667
AZ,6.11,2019,103,39.44444444,75,23.88888889,89,31.66666667,14.22916667
AZ,6.12,2019,107,41.66666667,72,22.22222222,89.5,31.94444444,14.23611111
AZ,6.13,2019,107,41.66666667,75,23.88888889,91,32.77777778,14.24194444
AZ,6.14,2019,101,38.33333333,74,23.33333333,87.5,30.83333333,14.24722222
AZ,6.15,2019,99,37.22222222,63,17.22222222,81,27.22222222,14.25194444
AZ,6.16,2019,102,38.88888889,72,22.22222222,87,30.55555556,14.25583333
AZ,6.17,2019,101,38.33333333,70,21.11111111,85.5,29.72222222,14.25888889
AZ,6.18,2019,99,37.22222222,67,19.44444444,83,28.33333333,14.26138889
AZ,6.19,2019,101,38.33333333,67,19.44444444,84,28.88888889,14.26305556
AZ,6.20,2019,101,38.33333333,68,20,84.5,29.16666667,14.26388889
AZ,6.21,2019,99,37.22222222,71,21.66666667,85,29.44444444,14.26416667
AZ,6.22,2019,97,36.11111111,71,21.66666667,84,28.88888889,14.26361111
AZ,6.23,2019,96,35.55555556,66,18.88888889,81,27.22222222,14.2625
AZ,6.24,2019,101,38.33333333,66,18.88888889,83.5,28.61111111,14.26055556
AZ,6.25,2019,102,38.88888889,67,19.44444444,84.5,29.16666667,14.25777778
AZ,6.26,2019,102,38.88888889,69,20.55555556,85.5,29.72222222,14.25444444
AZ,6.27,2019,105,40.55555556,73,22.77777778,89,31.66666667,14.25027778
AZ,6.28,2019,107,41.66666667,74,23.33333333,90.5,32.5,14.24527778
AZ,6.29,2019,109,42.77777778,78,25.55555556,93.5,34.16666667,14.23972222
AZ,6.30,2019,108,42.22222222,81,27.22222222,94.5,34.72222222,14.23361111
AZ,6.01,2020,101,38.33333333,74,23.33333333,87.5,30.83333333,14.12416667
AZ,6.02,2020,104,40,73,22.77777778,88.5,31.38888889,14.13777778
AZ,6.03,2020,105,40.55555556,72,22.22222222,88.5,31.38888889,14.15055556
AZ,6.04,2020,108,42.22222222,76,24.44444444,92,33.33333333,14.16277778
AZ,6.05,2020,103,39.44444444,75,23.88888889,89,31.66666667,14.17416667
AZ,6.06,2020,94,34.44444444,69,20.55555556,81.5,27.5,14.185
AZ,6.07,2020,94,34.44444444,66,18.88888889,80,26.66666667,14.19527778
AZ,6.08,2020,90,32.22222222,66,18.88888889,78,25.55555556,14.20472222
AZ,6.09,2020,93,33.88888889,53,11.66666667,73,22.77777778,14.21361111
AZ,6.10,2020,102,38.88888889,60,15.55555556,81,27.22222222,14.22166667
AZ,6.11,2020,105,40.55555556,68,20,86.5,30.27777778,14.22916667
AZ,6.12,2020,108,42.22222222,70,21.11111111,89,31.66666667,14.23611111
AZ,6.13,2020,106,41.11111111,70,21.11111111,88,31.11111111,14.24194444
AZ,6.14,2020,103,39.44444444,69,20.55555556,86,30,14.24722222
AZ,6.15,2020,104,40,69,20.55555556,86.5,30.27777778,14.25194444
AZ,6.16,2020,103,39.44444444,77,25,90,32.22222222,14.25583333
AZ,6.17,2020,101,38.33333333,68,20,84.5,29.16666667,14.25888889
AZ,6.18,2020,101,38.33333333,66,18.88888889,83.5,28.61111111,14.26138889
AZ,6.19,2020,101,38.33333333,64,17.77777778,82.5,28.05555556,14.26305556
AZ,6.20,2020,103,39.44444444,68,20,85.5,29.72222222,14.26388889
AZ,6.21,2020,104,40,71,21.66666667,87.5,30.83333333,14.26416667
AZ,6.22,2020,105,40.55555556,72,22.22222222,88.5,31.38888889,14.26361111
AZ,6.23,2020,106,41.11111111,70,21.11111111,88,31.11111111,14.2625
AZ,6.24,2020,108,42.22222222,71,21.66666667,89.5,31.94444444,14.26055556
AZ,6.25,2020,109,42.77777778,76,24.44444444,92.5,33.61111111,14.25777778
AZ,6.26,2020,106,41.11111111,75,23.88888889,90.5,32.5,14.25444444
AZ,6.27,2020,103,39.44444444,83,28.33333333,93,33.88888889,14.25027778
AZ,6.28,2020,99,37.22222222,77,25,88,31.11111111,14.24527778
AZ,6.29,2020,99,37.22222222,75,23.88888889,87,30.55555556,14.23972222
AZ,6.30,2020,98,36.66666667,74,23.33333333,86,30,14.23361111
AZ,6.01,2021,100,37.77777778,68,20,84,28.88888889,14.12416667
AZ,6.02,2021,101,38.33333333,70,21.11111111,85.5,29.72222222,14.13777778
AZ,6.03,2021,102,38.88888889,73,22.77777778,87.5,30.83333333,14.15055556
AZ,6.04,2021,101,38.33333333,73,22.77777778,87,30.55555556,14.16277778
AZ,6.05,2021,102,38.88888889,71,21.66666667,86.5,30.27777778,14.17416667
AZ,6.06,2021,101,38.33333333,73,22.77777778,87,30.55555556,14.185
AZ,6.07,2021,100,37.77777778,67,19.44444444,83.5,28.61111111,14.19527778
AZ,6.08,2021,97,36.11111111,67,19.44444444,82,27.77777778,14.20472222
AZ,6.09,2021,103,39.44444444,66,18.88888889,84.5,29.16666667,14.21361111
AZ,6.10,2021,102,38.88888889,67,19.44444444,84.5,29.16666667,14.22166667
AZ,6.11,2021,105,40.55555556,70,21.11111111,87.5,30.83333333,14.22916667
AZ,6.12,2021,110,43.33333333,68,20,89,31.66666667,14.23611111
AZ,6.13,2021,112,44.44444444,74,23.33333333,93,33.88888889,14.24194444
AZ,6.14,2021,112,44.44444444,76,24.44444444,94,34.44444444,14.24722222
AZ,6.15,2021,115,46.11111111,80,26.66666667,97.5,36.38888889,14.25194444
AZ,6.16,2021,114,45.55555556,83,28.33333333,98.5,36.94444444,14.25583333
AZ,6.17,2021,112,44.44444444,81,27.22222222,96.5,35.83333333,14.25888889
AZ,6.18,2021,112,44.44444444,82,27.77777778,97,36.11111111,14.26138889
AZ,6.19,2021,113,45,80,26.66666667,96.5,35.83333333,14.26305556
AZ,6.20,2021,109,42.77777778,84,28.88888889,96.5,35.83333333,14.26388889
AZ,6.21,2021,105,40.55555556,83,28.33333333,94,34.44444444,14.26416667
AZ,6.22,2021,98,36.66666667,79,26.11111111,88.5,31.38888889,14.26361111
AZ,6.23,2021,99,37.22222222,76,24.44444444,87.5,30.83333333,14.2625
AZ,6.24,2021,99,37.22222222,75,23.88888889,87,30.55555556,14.26055556
AZ,6.25,2021,102,38.88888889,77,25,89.5,31.94444444,14.25777778
AZ,6.26,2021,103,39.44444444,75,23.88888889,89,31.66666667,14.25444444
AZ,6.27,2021,107,41.66666667,75,23.88888889,91,32.77777778,14.25027778
AZ,6.28,2021,103,39.44444444,81,27.22222222,92,33.33333333,14.24527778
AZ,6.29,2021,99,37.22222222,77,25,88,31.11111111,14.23972222
AZ,6.30,2021,100,37.77777778,79,26.11111111,89.5,31.94444444,14.23361111
AZ,6.01,2022,101,38.33333333,67,19.44444444,84,28.88888889,14.12416667
AZ,6.02,2022,102,38.88888889,67,19.44444444,84.5,29.16666667,14.13777778
AZ,6.03,2022,101,38.33333333,68,20,84.5,29.16666667,14.15055556
AZ,6.04,2022,99,37.22222222,74,23.33333333,86.5,30.27777778,14.16277778
AZ,6.05,2022,100,37.77777778,66,18.88888889,83,28.33333333,14.17416667
AZ,6.06,2022,102,38.88888889,70,21.11111111,86,30,14.185
AZ,6.07,2022,105,40.55555556,74,23.33333333,89.5,31.94444444,14.19527778
AZ,6.08,2022,107,41.66666667,78,25.55555556,92.5,33.61111111,14.20472222
AZ,6.09,2022,106,41.11111111,84,28.88888889,95,35,14.21361111
AZ,6.10,2022,109,42.77777778,78,25.55555556,93.5,34.16666667,14.22166667
AZ,6.11,2022,109,42.77777778,80,26.66666667,94.5,34.72222222,14.22916667
AZ,6.12,2022,108,42.22222222,81,27.22222222,94.5,34.72222222,14.23611111
AZ,6.13,2022,106,41.11111111,80,26.66666667,93,33.88888889,14.24194444
AZ,6.14,2022,103,39.44444444,77,25,90,32.22222222,14.24722222
AZ,6.15,2022,105,40.55555556,71,21.66666667,88,31.11111111,14.25194444
AZ,6.16,2022,111,43.88888889,72,22.22222222,91.5,33.05555556,14.25583333
AZ,6.17,2022,97,36.11111111,85,29.44444444,91,32.77777778,14.25888889
AZ,6.18,2022,96,35.55555556,79,26.11111111,87.5,30.83333333,14.26138889
AZ,6.19,2022,100,37.77777778,76,24.44444444,88,31.11111111,14.26305556
AZ,6.20,2022,101,38.33333333,74,23.33333333,87.5,30.83333333,14.26388889
AZ,6.21,2022,101,38.33333333,75,23.88888889,88,31.11111111,14.26416667
AZ,6.22,2022,102,38.88888889,76,24.44444444,89,31.66666667,14.26361111
AZ,6.23,2022,103,39.44444444,80,26.66666667,91.5,33.05555556,14.2625
AZ,6.24,2022,102,38.88888889,75,23.88888889,88.5,31.38888889,14.26055556
AZ,6.25,2022,101,38.33333333,79,26.11111111,90,32.22222222,14.25777778
AZ,6.26,2022,96,35.55555556,81,27.22222222,88.5,31.38888889,14.25444444
AZ,6.27,2022,96,35.55555556,71,21.66666667,83.5,28.61111111,14.25027778
AZ,6.28,2022,101,38.33333333,80,26.66666667,90.5,32.5,14.24527778
AZ,6.29,2022,99,37.22222222,80,26.66666667,89.5,31.94444444,14.23972222
AZ,6.30,2022,101,38.33333333,78,25.55555556,89.5,31.94444444,14.23361111
AZ,6.01,2023,89,31.66666667,60,15.55555556,74.5,23.61111111,14.12416667
AZ,6.02,2023,91,32.77777778,64,17.77777778,77.5,25.27777778,14.13777778
AZ,6.03,2023,96,35.55555556,63,17.22222222,79.5,26.38888889,14.15055556
AZ,6.04,2023,101,38.33333333,67,19.44444444,84,28.88888889,14.16277778
AZ,6.05,2023,101,38.33333333,70,21.11111111,85.5,29.72222222,14.17416667
AZ,6.06,2023,98,36.66666667,69,20.55555556,83.5,28.61111111,14.185
AZ,6.07,2023,94,34.44444444,65,18.33333333,79.5,26.38888889,14.19527778
AZ,6.08,2023,96,35.55555556,67,19.44444444,81.5,27.5,14.20472222
AZ,6.09,2023,93,33.88888889,66,18.88888889,79.5,26.38888889,14.21361111
AZ,6.10,2023,99,37.22222222,63,17.22222222,81,27.22222222,14.22166667
AZ,6.11,2023,94,34.44444444,71,21.66666667,82.5,28.05555556,14.22916667
AZ,6.12,2023,92,33.33333333,61,16.11111111,76.5,24.72222222,14.23611111
AZ,6.13,2023,93,33.88888889,62,16.66666667,77.5,25.27777778,14.24194444
AZ,6.14,2023,99,37.22222222,64,17.77777778,81.5,27.5,14.24722222
AZ,6.15,2023,99,37.22222222,66,18.88888889,82.5,28.05555556,14.25194444
AZ,6.16,2023,100,37.77777778,70,21.11111111,85,29.44444444,14.25583333
AZ,6.17,2023,102,38.88888889,64,17.77777778,83,28.33333333,14.25888889
AZ,6.18,2023,103,39.44444444,70,21.11111111,86.5,30.27777778,14.26138889
AZ,6.19,2023,103,39.44444444,76,24.44444444,89.5,31.94444444,14.26305556
AZ,6.20,2023,102,38.88888889,78,25.55555556,90,32.22222222,14.26388889
AZ,6.21,2023,103,39.44444444,70,21.11111111,86.5,30.27777778,14.26416667
AZ,6.22,2023,104,40,71,21.66666667,87.5,30.83333333,14.26361111
AZ,6.23,2023,101,38.33333333,71,21.66666667,86,30,14.2625
AZ,6.24,2023,105,40.55555556,67,19.44444444,86,30,14.26055556
AZ,6.25,2023,111,43.88888889,71,21.66666667,91,32.77777778,14.25777778
AZ,6.26,2023,111,43.88888889,75,23.88888889,93,33.88888889,14.25444444
AZ,6.27,2023,108,42.22222222,78,25.55555556,93,33.88888889,14.25027778
AZ,6.28,2023,107,41.66666667,78,25.55555556,92.5,33.61111111,14.24527778
AZ,6.29,2023,106,41.11111111,79,26.11111111,92.5,33.61111111,14.23972222
AZ,6.30,2023,105,40.55555556,70,21.11111111,87.5,30.83333333,14.23361111
AZ,7.01,2014,106,41.11111111,77,25,91.5,33.05555556,14.22638889
AZ,7.02,2014,104,40,78,25.55555556,91,32.77777778,14.21888889
AZ,7.03,2014,104,40,78,25.55555556,91,32.77777778,14.21055556
AZ,7.04,2014,97,36.11111111,75,23.88888889,86,30,14.20138889
AZ,7.05,2014,97,36.11111111,75,23.88888889,86,30,14.19166667
AZ,7.06,2014,99,37.22222222,74,23.33333333,86.5,30.27777778,14.18138889
AZ,7.07,2014,97,36.11111111,77,25,87,30.55555556,14.17027778
AZ,7.08,2014,100,37.77777778,75,23.88888889,87.5,30.83333333,14.15861111
AZ,7.09,2014,97,36.11111111,72,22.22222222,84.5,29.16666667,14.14611111
AZ,7.10,2014,99,37.22222222,77,25,88,31.11111111,14.13305556
AZ,7.11,2014,99,37.22222222,78,25.55555556,88.5,31.38888889,14.11944444
AZ,7.12,2014,100,37.77777778,73,22.77777778,86.5,30.27777778,14.10527778
AZ,7.13,2014,102,38.88888889,73,22.77777778,87.5,30.83333333,14.09055556
AZ,7.14,2014,96,35.55555556,74,23.33333333,85,29.44444444,14.075
AZ,7.15,2014,87,30.55555556,71,21.66666667,79,26.11111111,14.05888889
AZ,7.16,2014,98,36.66666667,73,22.77777778,85.5,29.72222222,14.04222222
AZ,7.17,2014,96,35.55555556,78,25.55555556,87,30.55555556,14.02527778
AZ,7.18,2014,98,36.66666667,76,24.44444444,87,30.55555556,14.0075
AZ,7.19,2014,101,38.33333333,76,24.44444444,88.5,31.38888889,13.98916667
AZ,7.20,2014,102,38.88888889,78,25.55555556,90,32.22222222,13.97027778
AZ,7.21,2014,102,38.88888889,81,27.22222222,91.5,33.05555556,13.95111111
AZ,7.22,2014,105,40.55555556,79,26.11111111,92,33.33333333,13.93111111
AZ,7.23,2014,106,41.11111111,86,30,96,35.55555556,13.91083333
AZ,7.24,2014,107,41.66666667,80,26.66666667,93.5,34.16666667,13.89
AZ,7.25,2014,101,38.33333333,78,25.55555556,89.5,31.94444444,13.86888889
AZ,7.26,2014,100,37.77777778,74,23.33333333,87,30.55555556,13.84722222
AZ,7.27,2014,99,37.22222222,76,24.44444444,87.5,30.83333333,13.825
AZ,7.28,2014,95,35,75,23.88888889,85,29.44444444,13.8025
AZ,7.29,2014,103,39.44444444,77,25,90,32.22222222,13.77944444
AZ,7.30,2014,105,40.55555556,80,26.66666667,92.5,33.61111111,13.75583333
AZ,7.31,2014,98,36.66666667,82,27.77777778,90,32.22222222,13.73222222
AZ,7.01,2015,96,35.55555556,71,21.66666667,83.5,28.61111111,14.22638889
AZ,7.02,2015,101,38.33333333,74,23.33333333,87.5,30.83333333,14.21888889
AZ,7.03,2015,101,38.33333333,81,27.22222222,91,32.77777778,14.21055556
AZ,7.04,2015,94,34.44444444,81,27.22222222,87.5,30.83333333,14.20138889
AZ,7.05,2015,89,31.66666667,77,25,83,28.33333333,14.19166667
AZ,7.06,2015,96,35.55555556,75,23.88888889,85.5,29.72222222,14.18138889
AZ,7.07,2015,101,38.33333333,76,24.44444444,88.5,31.38888889,14.17027778
AZ,7.08,2015,102,38.88888889,77,25,89.5,31.94444444,14.15861111
AZ,7.09,2015,95,35,78,25.55555556,86.5,30.27777778,14.14611111
AZ,7.10,2015,96,35.55555556,76,24.44444444,86,30,14.13305556
AZ,7.11,2015,101,38.33333333,78,25.55555556,89.5,31.94444444,14.11944444
AZ,7.12,2015,103,39.44444444,77,25,90,32.22222222,14.10527778
AZ,7.13,2015,102,38.88888889,77,25,89.5,31.94444444,14.09055556
AZ,7.14,2015,100,37.77777778,76,24.44444444,88,31.11111111,14.075
AZ,7.15,2015,97,36.11111111,72,22.22222222,84.5,29.16666667,14.05888889
AZ,7.16,2015,101,38.33333333,77,25,89,31.66666667,14.04222222
AZ,7.17,2015,94,34.44444444,78,25.55555556,86,30,14.02527778
AZ,7.18,2015,93,33.88888889,76,24.44444444,84.5,29.16666667,14.0075
AZ,7.19,2015,95,35,73,22.77777778,84,28.88888889,13.98916667
AZ,7.20,2015,98,36.66666667,75,23.88888889,86.5,30.27777778,13.97027778
AZ,7.21,2015,102,38.88888889,77,25,89.5,31.94444444,13.95111111
AZ,7.22,2015,99,37.22222222,80,26.66666667,89.5,31.94444444,13.93111111
AZ,7.23,2015,93,33.88888889,73,22.77777778,83,28.33333333,13.91083333
AZ,7.24,2015,99,37.22222222,74,23.33333333,86.5,30.27777778,13.89
AZ,7.25,2015,100,37.77777778,80,26.66666667,90,32.22222222,13.86888889
AZ,7.26,2015,102,38.88888889,77,25,89.5,31.94444444,13.84722222
AZ,7.27,2015,102,38.88888889,81,27.22222222,91.5,33.05555556,13.825
AZ,7.28,2015,103,39.44444444,72,22.22222222,87.5,30.83333333,13.8025
AZ,7.29,2015,93,33.88888889,74,23.33333333,83.5,28.61111111,13.77944444
AZ,7.30,2015,99,37.22222222,74,23.33333333,86.5,30.27777778,13.75583333
AZ,7.31,2015,100,37.77777778,77,25,88.5,31.38888889,13.73222222
AZ,7.01,2016,86,30,69,20.55555556,77.5,25.27777778,14.22638889
AZ,7.02,2016,97,36.11111111,74,23.33333333,85.5,29.72222222,14.21888889
AZ,7.03,2016,100,37.77777778,77,25,88.5,31.38888889,14.21055556
AZ,7.04,2016,104,40,77,25,90.5,32.5,14.20138889
AZ,7.05,2016,104,40,77,25,90.5,32.5,14.19166667
AZ,7.06,2016,101,38.33333333,80,26.66666667,90.5,32.5,14.18138889
AZ,7.07,2016,102,38.88888889,78,25.55555556,90,32.22222222,14.17027778
AZ,7.08,2016,103,39.44444444,81,27.22222222,92,33.33333333,14.15861111
AZ,7.09,2016,105,40.55555556,81,27.22222222,93,33.88888889,14.14611111
AZ,7.10,2016,106,41.11111111,79,26.11111111,92.5,33.61111111,14.13305556
AZ,7.11,2016,106,41.11111111,80,26.66666667,93,33.88888889,14.11944444
AZ,7.12,2016,106,41.11111111,79,26.11111111,92.5,33.61111111,14.10527778
AZ,7.13,2016,105,40.55555556,83,28.33333333,94,34.44444444,14.09055556
AZ,7.14,2016,106,41.11111111,83,28.33333333,94.5,34.72222222,14.075
AZ,7.15,2016,106,41.11111111,83,28.33333333,94.5,34.72222222,14.05888889
AZ,7.16,2016,105,40.55555556,83,28.33333333,94,34.44444444,14.04222222
AZ,7.17,2016,99,37.22222222,74,23.33333333,86.5,30.27777778,14.02527778
AZ,7.18,2016,98,36.66666667,76,24.44444444,87,30.55555556,14.0075
AZ,7.19,2016,102,38.88888889,78,25.55555556,90,32.22222222,13.98916667
AZ,7.20,2016,101,38.33333333,75,23.88888889,88,31.11111111,13.97027778
